********************************************
HeapName:	Main Game Thread Heap
NumLeaks:	67591
********************************************
Address                Size    File
0x0000000004330F40       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x00000000043310B8        8    
0x00000000043310D0        8    
0x00000000043310E8       36    d:\paspy\documents\fsgameengine\edrendererd3d\rendermaterial.cpp:61
0x0000000004333806       16    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:125
0x0000000004333826        8    
0x000000000433383E       48    
0x000000000433387E       80    
0x00000000043338F6       80    
0x0000000004333956        8    
0x000000000433396E       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:143
0x00000000043339A2       68    d:\paspy\documents\fsgameengine\edrendererd3d\rendermesh.cpp:80
0x0000000004334EF1        8    
0x0000000004334F09      136    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004334FA1      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000433504D        8    
0x0000000004335065       20    
0x0000000004335089        8    
0x00000000043350A1        8    
0x00000000043350B9       24    
0x00000000043350E1      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004336737       16    
0x0000000004336757       20    
0x000000000433677B        8    
0x0000000004336793       48    
0x00000000043367EB      264    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004336903        8    
0x000000000433691B       12    
0x0000000004336937      108    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x00000000043369B3       12    
0x00000000043369CF        8    
0x00000000043369E7      124    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:219
0x0000000004336A73       12    
0x0000000004336A8F        8    
0x0000000004336AA7       48    
0x0000000004336AE7       96    
0x0000000004336B6F       96    
0x0000000004336BDF        8    
0x0000000004336BF7       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x0000000004336C2B       16    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:125
0x0000000004336C4B        8    
0x0000000004336C63       48    
0x0000000004336CA3       64    
0x0000000004336D0B       64    
0x0000000004336D5B        8    
0x0000000004336D73       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:143
0x0000000004336DA7       68    d:\paspy\documents\fsgameengine\edrendererd3d\rendermesh.cpp:80
0x0000000004338136        8    
0x000000000433814E       48    
0x000000000433818E       80    
0x0000000004338206       80    
0x0000000004338266        8    
0x000000000433827E       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x00000000043382B2       16    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:125
0x00000000043382D2        8    
0x00000000043382EA       48    
0x000000000433832A       64    
0x0000000004338392       64    
0x00000000043383E2        8    
0x00000000043383FA       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:143
0x000000000433842E       68    d:\paspy\documents\fsgameengine\edrendererd3d\rendermesh.cpp:80
0x0000000004339763        8    
0x000000000433977B       48    
0x00000000043397BB       80    
0x0000000004339833       80    
0x0000000004339893        8    
0x00000000043398AB       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x00000000043398DF        8    
0x00000000043398F7       48    
0x0000000004339937       48    
0x000000000433998F       48    
0x00000000043399CF        8    
0x00000000043399E7       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x0000000004339A1B       24    
0x0000000004339A43        8    
0x0000000004339A5B       48    
0x0000000004339AB3       32    
0x0000000004339AFB       32    
0x0000000004339B2B        8    
0x0000000004339B43       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x0000000004339B77       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x0000000004339CD1       96    
0x0000000004339DCD        8    
0x0000000004339DE5       48    
0x0000000004339E3D       32    
0x0000000004339E85       32    
0x0000000004339EB5        8    
0x0000000004339ECD       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x0000000004339F01       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x000000000433A0B5        8    
0x000000000433A0CD       48    
0x000000000433A125       32    
0x000000000433A16D       32    
0x000000000433A19D        8    
0x000000000433A1B5       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x000000000433A1E9       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x000000000433A38B        8    
0x000000000433A3A3       48    
0x000000000433A3FB       32    
0x000000000433A443       32    
0x000000000433A473        8    
0x000000000433A48B       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x000000000433A4BF       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x000000000433A639        8    
0x000000000433A651        8    
0x000000000433A669       36    d:\paspy\documents\fsgameengine\edrendererd3d\rendermaterial.cpp:61
0x000000000433D032       16    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:125
0x000000000433D052        8    
0x000000000433D06A       48    
0x000000000433D0AA       64    
0x000000000433D112       64    
0x000000000433D162        8    
0x000000000433D17A       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:143
0x000000000433D1AE       68    d:\paspy\documents\fsgameengine\edrendererd3d\rendermesh.cpp:80
0x000000000433E777        8    
0x000000000433E78F      136    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000433E827      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000433E8D3        8    
0x000000000433E8EB       20    
0x000000000433E90F        8    
0x000000000433E927        8    
0x000000000433E93F       24    
0x000000000433E967      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004340C4B       16    
0x0000000004340C6B       20    
0x0000000004340C8F        8    
0x0000000004340CA7       48    
0x0000000004340CFF       48    
0x0000000004340D3F       24    
0x0000000004340D67        8    
0x0000000004340D7F        8    
0x0000000004340D97       24    
0x0000000004340DBF       60    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004340E0B       48    
0x0000000004340E4B       24    
0x0000000004340E73        8    
0x0000000004340E8B        8    
0x0000000004340EA3       24    
0x0000000004340ECB       52    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004340F0F       24    
0x0000000004340F37       12    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004340F53       24    
0x0000000004340F7B       96    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004340FEB      388    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000434117F      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000434122B        8    
0x0000000004341243       20    
0x0000000004341267        8    
0x000000000434127F        8    
0x0000000004341297       24    
0x00000000043412BF      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004342C30       16    
0x0000000004342C50        8    
0x0000000004342C68       48    
0x0000000004342CC0        4    
0x0000000004342D00        8    
0x0000000004342D18      124    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:216
0x0000000004342DA4        8    
0x0000000004342DBC       48    
0x0000000004342DFC       64    
0x0000000004342E64       64    
0x0000000004342EB4        8    
0x0000000004342ECC       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x0000000004342F00       16    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:125
0x0000000004342F20        8    
0x0000000004342F38       48    
0x0000000004342F78       64    
0x0000000004342FE0       64    
0x0000000004343030        8    
0x0000000004343048       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x000000000434307C       68    d:\paspy\documents\fsgameengine\edrendererd3d\rendermesh.cpp:113
0x0000000004343E98        4    
0x0000000004343EAC        4    
0x0000000004343EC0       16    RenderTargetSolutions.cpp:46
0x0000000004343EF8        4    
0x0000000004343F0C        4    
0x0000000004343F20       16    RenderTargetSolutions.cpp:46
0x0000000004343F58        4    
0x0000000004343F6C        4    
0x0000000004343F80       16    RenderTargetSolutions.cpp:46
0x0000000004343FB8        8    
0x0000000004343FD0        8    
0x0000000004343FE8        8    
0x0000000004344000        8    
0x0000000004344018        8    
0x0000000004344030        8    
0x0000000004344048      496    d:\paspy\documents\fsgameengine\fsgdgame\directionallightsource.cpp:197
0x0000000004344248       92    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x00000000043442B4      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004344360        8    
0x0000000004344378       20    
0x000000000434439C        8    
0x00000000043443B4        8    
0x00000000043443CC       24    
0x00000000043443F4      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004345EF5       16    
0x0000000004345F15        8    
0x0000000004345F2D       48    
0x0000000004345F85        4    
0x0000000004345F99        8    
0x0000000004345FB1      124    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:219
0x000000000434603D        4    
0x0000000004346051        8    
0x0000000004346069       48    
0x00000000043460A9       80    
0x0000000004346121       80    
0x0000000004346181        8    
0x0000000004346199       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x00000000043461CD        8    
0x00000000043461E5       48    
0x0000000004346225       48    
0x000000000434627D       48    
0x00000000043462BD        8    
0x00000000043462D5       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x0000000004346309       24    
0x0000000004346331        8    
0x0000000004346349       48    
0x00000000043463A1       32    
0x00000000043463E9       32    
0x0000000004346419        8    
0x0000000004346431       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x0000000004346465       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x00000000043465BF       96    
0x00000000043466BB        8    
0x00000000043466D3       48    
0x000000000434672B       32    
0x0000000004346773       32    
0x00000000043467A3        8    
0x00000000043467BB       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x00000000043467EF       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x000000000434699D        8    
0x00000000043469B5       48    
0x0000000004346A0D       32    
0x0000000004346A55       32    
0x0000000004346A85        8    
0x0000000004346A9D       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x0000000004346AD1       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x0000000004346C91        8    
0x0000000004346CA9        8    
0x0000000004346CC1       36    d:\paspy\documents\fsgameengine\edrendererd3d\rendermaterial.cpp:61
0x00000000043493A9       16    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:125
0x00000000043493C9        8    
0x00000000043493E1       48    
0x0000000004349421       64    
0x0000000004349489       64    
0x00000000043494D9        8    
0x00000000043494F1       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:143
0x0000000004349525       68    d:\paspy\documents\fsgameengine\edrendererd3d\rendermesh.cpp:80
0x000000000434A935        8    
0x000000000434A94D      136    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000434A9E5      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000434AA91        8    
0x000000000434AAA9       20    
0x000000000434AACD        8    
0x000000000434AAE5        8    
0x000000000434AAFD       24    
0x000000000434AB25      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000434B4A3      264    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000434B5BB        8    
0x000000000434B5D3       12    
0x000000000434B5EF      124    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000434B67B       12    
0x000000000434B697       12    
0x000000000434B6B3       12    
0x000000000434B6CF        4    
0x000000000434B6E3        8    
0x000000000434B6FB        8    
0x000000000434B713      140    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:234
0x000000000434B7AF        4    
0x000000000434B7C3        8    
0x000000000434B7DB       48    
0x000000000434B81B       96    
0x000000000434B8A3       96    
0x000000000434B913        8    
0x000000000434B92B       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x000000000434B95F        8    
0x000000000434B977       48    
0x000000000434B9B7       48    
0x000000000434BA0F       48    
0x000000000434BA4F        8    
0x000000000434BA67       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x000000000434BA9B       24    
0x000000000434BAC3        8    
0x000000000434BADB       48    
0x000000000434BB33       32    
0x000000000434BB7B       32    
0x000000000434BBAB        8    
0x000000000434BBC3       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x000000000434BBF7       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x000000000434BD4F       96    
0x000000000434BE4B        8    
0x000000000434BE63       48    
0x000000000434BEBB       32    
0x000000000434BF03       32    
0x000000000434BF33        8    
0x000000000434BF4B       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x000000000434BF7F       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x000000000434C12F        8    
0x000000000434C147       48    
0x000000000434C19F       32    
0x000000000434C1E7       32    
0x000000000434C217        8    
0x000000000434C22F       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x000000000434C263       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x000000000434C401        8    
0x000000000434C419       48    
0x000000000434C471       32    
0x000000000434C4B9       32    
0x000000000434C4E9        8    
0x000000000434C501       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:58
0x000000000434C535       16    d:\paspy\documents\fsgameengine\edrendererd3d\rendertexture2d.cpp:39
0x000000000434C6AB        8    
0x000000000434C6C3        8    
0x000000000434C6DB       36    d:\paspy\documents\fsgameengine\edrendererd3d\rendermaterial.cpp:61
0x000000000434EF93       16    d:\paspy\documents\fsgameengine\edrendererd3d\renderform.cpp:125
0x000000000434EFB3        8    
0x000000000434EFCB       48    
0x000000000434F00B       80    
0x000000000434F083       80    
0x000000000434F0E3        8    
0x000000000434F0FB       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:143
0x000000000434F12F       68    d:\paspy\documents\fsgameengine\edrendererd3d\rendermesh.cpp:80
0x000000000434F6CB        8    
0x000000000434F6E3       48    
0x000000000434F723       64    
0x000000000434F78B       64    
0x000000000434F7DB        8    
0x000000000434F7F3       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x000000000434F827       12    d:\paspy\documents\fsgameengine\edrendererd3d\rendercontext.h:156
0x000000000434F843        8    
0x000000000434F85B       48    
0x000000000434F89B       48    
0x000000000434F8F3       48    
0x000000000434F933        8    
0x000000000434F94B       36    d:\paspy\documents\fsgameengine\edutilities\contentmanager.hpp:101
0x000000000434F97F       48    
0x000000000434F9BF       24    d:\paspy\documents\fsgameengine\edrendererd3d\shadereffect.cpp:218
0x000000000434F9E7       24    d:\paspy\documents\fsgameengine\edrendererd3d\shadereffect.cpp:218
0x000000000434FA0F       32    
0x000000000434FA3F       24    d:\paspy\documents\fsgameengine\edrendererd3d\shadereffect.cpp:218
0x000000000434FA67       24    d:\paspy\documents\fsgameengine\edrendererd3d\shadereffect.cpp:218
0x000000000434FA8F       24    d:\paspy\documents\fsgameengine\edrendererd3d\shadereffect.cpp:218
0x000000000434FAB7       24    d:\paspy\documents\fsgameengine\edrendererd3d\shadereffect.cpp:218
0x000000000434FADF       24    d:\paspy\documents\fsgameengine\edrendererd3d\shadereffect.cpp:218
0x000000000434FB07        8    
0x000000000434FB1F        8    
0x000000000434FB37        8    
0x000000000434FB4F        8    
0x000000000434FB67        8    
0x000000000434FB7F        8    
0x000000000434FB97        8    
0x000000000434FBAF      256    d:\paspy\documents\fsgameengine\edrendererd3d\shadereffect.cpp:289
0x000000000434FCBF        8    
0x000000000434FCD7       36    d:\paspy\documents\fsgameengine\edrendererd3d\shadereffect.cpp:287
0x000000000435371B       72    d:\paspy\documents\fsgameengine\edrendererd3d\rendercontext.cpp:368
0x00000000043562EE        8    
0x0000000004356306      136    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000435639E     2952    
0x0000000004356F36        8    
0x0000000004356F4E       48    
0x0000000004356FA6      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004357052        8    
0x000000000435706A       20    
0x000000000435708E        8    
0x00000000043570A6        8    
0x00000000043570BE       24    
0x00000000043570E6      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000435715A        8    
0x0000000004357172       48    
0x00000000043571CA      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004357276        8    
0x000000000435728E       20    
0x00000000043572B2        8    
0x00000000043572CA        8    
0x00000000043572E2       24    
0x000000000435730A      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000435737E        8    
0x0000000004357396       48    
0x00000000043573EE      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000435749A        8    
0x00000000043574B2       20    
0x00000000043574D6        8    
0x00000000043574EE        8    
0x0000000004357506       24    
0x000000000435752E      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x00000000043575A2        8    
0x00000000043575BA       48    
0x0000000004357612      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x00000000043576BE        8    
0x00000000043576D6       20    
0x00000000043576FA        8    
0x0000000004357712        8    
0x000000000435772A       24    
0x0000000004357752      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x00000000043577C6        8    
0x00000000043577DE       48    
0x0000000004357836      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x00000000043578E2        8    
0x00000000043578FA       20    
0x000000000435791E        8    
0x0000000004357936        8    
0x000000000435794E       24    
0x0000000004357976      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x00000000043579EA        8    
0x0000000004357A02       48    
0x0000000004357A5A      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004357B06        8    
0x0000000004357B1E       20    
0x0000000004357B42        8    
0x0000000004357B5A        8    
0x0000000004357B72       24    
0x0000000004357B9A      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004357C0E        8    
0x0000000004357C26       48    
0x0000000004357C7E      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004357D2A        8    
0x0000000004357D42       20    
0x0000000004357D66        8    
0x0000000004357D7E        8    
0x0000000004357D96       24    
0x0000000004357DBE      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004357E32        8    
0x0000000004357E4A       48    
0x0000000004357EA2      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004357F4E        8    
0x0000000004357F66       20    
0x0000000004357F8A        8    
0x0000000004357FA2        8    
0x0000000004357FBA       24    
0x0000000004357FE2      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004358056        8    
0x000000000435806E       48    
0x00000000043580C6      156    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x0000000004358172        8    
0x000000000435818A       20    
0x00000000043581AE        8    
0x00000000043581C6        8    
0x00000000043581DE       24    
0x0000000004358206      100    d:\paspy\documents\fsgameengine\edgamecore\registry.h:82
0x000000000435827A        8    
0x0000000004358292       48    
